, CC_area, CC_perimeter, CC_circularity, CC_length, W1, W2, W3, W4, W5, W6, W7,volume
514,734.5,210.36,0.208583,76.5,20.5,170.5,103.25,91.0,68.5,69.75,211.0,1508587.0
515,607.5,195.12,0.200525,70.0,28.5,122.75,87.0,76.5,69.0,56.0,167.75,1322235.0
516,608.0,204.51,0.182678,74.0,22.5,128.5,90.25,73.0,58.0,44.5,191.25,1560937.0
517,554.75,188.73,0.195712,72.5,11.25,128.25,68.5,67.0,63.5,55.25,161.0,1399062.0
518,436.25,173.32,0.182499,63.5,19.5,103.0,60.75,48.5,45.25,36.0,123.25,1370408.0
519,786.25,210.77,0.222402,75.5,22.25,192.5,103.0,96.75,86.75,70.5,214.5,1766403.0
520,679.0,226.24,0.166705,80.0,37.0,118.5,115.0,81.0,66.25,48.25,213.0,1476947.0
521,632.5,205.92,0.18743800000000002,77.0,18.5,158.5,94.5,75.25,57.25,51.25,177.25,1388100.0
522,732.75,206.92,0.215052,77.5,21.75,199.5,100.0,86.75,68.25,63.75,192.75,1487285.0
523,509.5,196.61,0.165631,74.0,16.25,108.75,77.75,61.25,45.0,40.75,159.75,1457712.375
524,772.75,206.24,0.228304,70.5,31.5,194.5,95.5,90.0,72.25,66.25,222.75,1566355.875
525,786.25,208.7,0.226838,73.5,32.5,204.5,98.25,96.5,82.25,64.0,208.25,1679490.5
526,698.25,214.31,0.191047,76.0,27.75,158.25,104.0,84.0,68.0,64.0,192.25,1337601.0
527,622.25,208.15,0.180484,73.5,38.5,137.5,104.75,74.75,58.0,44.25,164.5,1693883.875
528,552.5,187.02,0.198493,70.5,15.0,129.25,91.0,69.25,54.5,47.0,146.5,1449994.5
529,730.0,221.17,0.18754,76.0,35.25,157.0,121.25,80.5,69.5,55.25,211.25,1655554.375
530,592.5,186.02,0.215158,68.0,16.5,130.5,81.5,66.25,56.25,57.5,184.0,1409826.375
531,525.75,196.29,0.171475,71.5,17.75,111.75,89.75,61.25,53.25,38.25,153.75,1628307.75
532,755.25,216.05,0.203334,79.0,27.5,216.75,107.0,85.75,57.25,63.5,197.5,1787224.25
533,620.75,212.17,0.17329,77.0,24.75,125.5,102.25,76.75,52.25,46.75,192.5,1436107.25
534,733.5,245.74,0.152632,79.0,36.75,136.75,125.0,71.25,58.25,57.0,248.5,1611354.25
535,565.5,204.58,0.16979,75.5,19.0,111.25,99.25,66.25,54.0,43.5,172.25,1705432.125
536,646.75,211.63,0.181463,76.0,33.0,126.75,102.0,72.0,56.0,60.0,197.0,1607480.375
537,694.25,208.87,0.199967,75.0,23.75,165.75,105.25,84.5,68.25,54.5,192.25,1321498.5
538,650.25,226.0,0.15999000000000002,81.0,25.25,115.25,127.25,76.25,62.0,56.0,188.25,1665867.75
539,663.25,212.65,0.18431,74.5,32.75,136.75,102.5,80.25,76.25,59.75,175.0,1614525.875
540,823.0,229.14,0.196978,78.5,38.75,188.25,132.5,95.25,80.5,69.25,218.5,1461463.75
541,592.25,200.68,0.1848,73.5,29.0,132.75,87.0,69.25,57.75,59.75,156.75,1421705.625
542,871.5,244.67,0.18293900000000002,82.0,32.25,150.5,164.75,96.25,77.25,56.5,294.0,1804646.375
543,535.75,193.56,0.179697,71.0,21.5,110.75,77.5,65.5,54.25,43.25,163.0,1569281.25
544,754.25,214.38,0.206233,73.5,30.25,174.25,122.5,99.25,80.25,63.5,184.25,1760898.75
545,608.25,203.8,0.184023,73.5,22.0,144.25,85.75,72.5,64.75,43.5,175.5,1489658.625
546,712.75,213.0,0.197428,80.5,20.0,168.75,107.5,76.0,69.75,79.25,191.5,1502373.0
547,563.0,187.25,0.201786,68.0,20.5,109.75,73.5,65.5,62.0,49.0,182.75,1429242.625
548,528.0,174.54,0.2178,67.0,7.25,105.75,89.0,59.5,46.25,50.5,169.75,1481676.125
549,843.25,233.94,0.193615,83.5,36.75,154.0,124.5,92.0,73.75,90.5,271.75,1618476.625
550,570.75,206.1,0.168857,73.0,22.75,104.25,91.75,60.5,58.5,46.25,186.75,1562008.75
551,654.25,227.53,0.15880899999999998,77.0,31.5,114.5,108.5,69.75,56.0,49.0,225.0,1489648.25
552,447.25,169.02,0.196726,62.0,9.25,86.5,92.0,61.25,44.25,35.5,118.5,1463819.75
553,478.5,178.73,0.18823,63.5,13.5,103.0,85.0,56.25,47.75,41.25,131.75,1413161.875
554,419.75,167.32,0.188416,59.0,11.25,71.75,87.25,47.0,43.5,40.25,118.75,1718614.0
555,677.25,211.16,0.19087300000000001,71.0,31.0,134.0,105.25,88.25,72.0,66.0,180.75,1628886.125
556,613.5,201.72,0.189458,70.0,21.75,139.75,106.25,71.0,53.75,52.75,168.25,1630406.25
557,583.75,201.51,0.180653,74.0,18.5,117.5,103.25,66.0,53.25,48.25,177.0,1465817.5
558,596.5,195.12,0.196894,69.0,15.0,125.5,91.75,67.75,63.25,54.0,179.25,1393727.375
559,438.75,173.95,0.182205,67.5,5.0,94.25,70.0,53.0,47.0,35.0,134.5,1416963.625
560,717.0,219.24,0.18745599999999998,73.5,26.75,141.75,107.0,80.0,70.5,65.75,225.25,1604293.75
561,542.75,194.61,0.180085,70.5,18.5,117.25,106.25,62.0,53.75,40.75,144.25,1733012.0
562,447.75,188.92,0.157642,68.5,13.5,83.25,88.0,57.25,43.5,38.0,124.25,1503862.0
563,527.75,181.15,0.20210699999999998,66.5,15.5,115.75,87.5,60.75,49.25,50.5,148.5,1436037.375
564,505.75,177.78,0.20108099999999998,67.0,11.75,93.75,74.25,65.25,51.5,47.75,161.5,1254893.75
565,515.75,188.07,0.183226,70.5,10.0,108.25,72.0,63.25,45.75,40.75,175.75,1327546.375
566,568.25,201.87,0.175222,72.0,14.75,115.5,119.0,71.0,48.25,40.25,159.5,1691888.625
567,611.25,189.92,0.212946,65.0,32.0,149.5,94.0,70.75,58.75,47.25,159.0,1621254.25
568,538.75,179.9,0.20918,64.5,19.25,139.25,64.5,59.5,51.25,42.25,162.75,1754990.625
569,574.25,202.46,0.176049,70.5,24.5,112.0,83.0,61.25,57.5,51.0,185.0,1641472.375
570,673.75,204.82,0.20181300000000002,72.0,23.5,135.0,107.5,77.5,63.75,66.0,200.5,1648312.875
571,563.25,184.9,0.207025,70.5,10.25,122.75,79.25,75.75,54.0,49.25,172.0,1569127.875
572,688.0,201.46,0.21302100000000002,70.0,19.75,166.0,83.5,75.5,65.25,59.0,219.0,1333815.25
573,439.75,191.78,0.15024500000000002,70.5,11.0,77.25,82.75,52.0,42.75,31.5,142.5,1461086.875
574,509.75,171.49,0.217819,58.5,18.75,113.25,75.25,55.25,41.75,43.75,161.75,1497108.5
575,502.25,178.61,0.19784100000000002,66.0,12.75,110.5,84.0,64.0,50.0,41.0,140.0,1419302.625
576,705.75,192.24,0.239985,64.0,18.25,151.0,119.5,81.25,67.75,72.75,195.25,1578329.125
577,565.75,190.2,0.19653099999999998,69.5,16.75,125.0,83.25,58.25,55.5,46.5,180.5,1513147.0
578,651.25,182.2,0.246536,66.5,20.0,162.0,90.5,95.0,75.5,49.5,158.75,1438862.125
579,601.75,199.36,0.19026300000000002,68.5,25.25,134.0,99.0,65.75,57.25,61.0,159.5,1525402.0
580,532.25,182.1,0.20171,67.5,13.25,131.25,74.5,59.75,58.0,45.25,150.25,1378244.5
581,750.75,221.77,0.19181700000000002,78.0,17.75,152.5,125.0,82.5,62.25,67.25,243.5,1561049.0
582,536.0,200.39,0.167737,63.5,39.5,113.75,78.0,63.75,58.5,39.25,143.25,1612020.875
583,545.25,202.51,0.167076,76.0,19.5,121.5,88.75,63.0,56.75,44.75,151.0,1666543.5
584,586.0,190.63,0.202638,65.5,25.25,137.75,112.75,68.25,49.75,47.0,145.25,1500535.625
585,595.75,212.58,0.165663,72.5,38.5,136.25,86.0,62.75,57.75,47.25,167.25,1718198.125
586,492.25,192.78,0.166442,71.5,18.0,106.75,84.75,57.75,49.25,37.5,138.25,1335424.625
587,580.5,197.07,0.187824,69.5,23.25,118.25,83.25,64.75,63.25,42.0,185.75,1615782.875
588,619.5,193.05,0.20889699999999997,68.0,18.0,145.25,92.0,74.0,59.5,61.25,169.5,1555030.875
589,572.25,192.7,0.193652,68.5,17.0,143.25,92.0,70.25,51.75,51.5,146.5,1578623.375
590,533.25,199.58,0.16823,74.5,6.75,129.25,63.0,71.5,54.75,44.25,163.75,1641723.0
591,473.5,177.32,0.189246,65.5,11.25,126.5,89.5,49.25,39.0,33.75,124.25,1351008.625
592,573.75,178.32,0.22674899999999998,63.0,17.5,148.5,86.0,69.25,50.5,46.0,156.0,1623699.5
593,481.75,182.0,0.182756,68.5,20.0,128.75,70.75,56.0,49.75,37.0,119.5,1273077.375
594,629.5,189.41,0.22049699999999997,65.5,19.25,140.0,97.5,74.0,62.0,58.75,178.0,1391811.0
595,513.5,177.44,0.20495300000000002,62.0,17.5,99.5,80.25,63.0,54.25,41.25,157.75,1456106.0
596,523.0,177.68,0.208175,62.0,21.5,138.5,61.25,66.75,56.75,24.25,154.0,1464052.5
597,519.25,190.65,0.179516,68.0,5.5,115.75,75.75,69.75,58.0,40.0,154.5,1401642.0
598,518.25,185.61,0.18903599999999998,66.0,20.25,115.75,85.25,58.0,54.75,42.25,142.0,1340647.75
599,486.0,184.8,0.178826,68.5,12.25,109.5,81.25,60.25,50.0,38.25,134.5,1306011.75
600,626.75,210.41,0.177899,71.5,34.25,134.0,107.0,65.25,50.0,50.25,186.0,1464454.75
601,504.5,190.41,0.174862,69.5,14.5,112.0,89.5,65.5,48.25,35.0,139.75,1456486.125
602,613.0,204.65,0.183924,69.5,20.0,117.25,102.75,67.0,55.25,55.25,195.5,1456687.625
603,471.0,175.32,0.19256700000000002,67.5,5.75,89.5,84.25,57.5,51.5,40.5,142.0,1450756.0
604,593.5,193.49,0.199213,73.0,15.75,152.0,81.75,66.75,53.75,47.5,176.0,1592788.25
605,397.75,183.81,0.14793699999999999,70.5,14.0,89.5,61.5,48.75,36.0,26.5,121.5,1274143.875
606,558.5,181.49,0.213075,68.5,9.0,92.5,85.75,67.5,57.5,72.25,174.0,1652057.5
607,567.0,212.19,0.158254,73.5,28.75,122.25,91.0,64.75,54.75,48.5,157.0,1573047.625
608,566.75,197.44,0.182699,75.0,15.25,121.25,88.0,64.0,52.25,49.75,176.25,1312658.125
609,585.0,210.7,0.165588,74.5,21.75,107.0,99.0,76.75,57.25,49.5,173.75,1405120.125
610,444.5,171.44,0.190048,63.0,6.75,103.0,73.0,55.0,45.0,35.25,126.5,1486964.5
611,565.5,205.75,0.16786199999999998,75.0,10.75,90.0,116.0,71.5,54.5,48.5,174.25,1364307.0
612,601.0,205.53,0.178785,73.5,14.5,110.0,110.75,67.75,58.75,58.0,181.25,1497489.75
613,645.25,200.02,0.202679,73.5,4.75,161.0,80.25,82.0,64.0,61.25,192.0,1603887.875
614,599.25,176.37,0.242092,62.0,14.0,158.0,77.25,76.5,59.5,46.75,167.25,1455128.375
615,648.0,197.73,0.208273,74.5,14.75,167.5,86.0,84.5,63.5,47.0,184.75,1951956.0
616,495.75,189.39,0.17368599999999998,67.0,20.25,112.25,73.25,53.75,47.5,39.25,149.5,1414734.875
617,451.25,160.25,0.220827,53.5,12.0,96.5,86.0,47.5,43.75,41.75,123.75,1435474.75
618,574.75,206.77,0.168927,73.5,18.0,121.25,88.5,64.0,58.25,58.25,166.5,1531753.25
619,578.25,210.87,0.163411,76.0,28.5,132.5,100.5,65.25,52.0,47.75,151.75,1545661.5
620,670.5,195.29,0.22093200000000002,70.5,14.25,153.0,92.25,82.0,51.0,65.75,212.25,1543381.375
621,484.5,182.32,0.183167,66.0,20.5,98.25,83.0,58.0,40.0,38.75,146.0,1335455.625
622,676.0,185.05,0.248085,65.5,14.0,191.0,88.25,86.25,72.0,57.75,166.75,1500996.875
623,512.5,179.42,0.20006600000000002,64.5,16.25,127.5,68.75,55.5,50.5,41.25,152.75,1504147.5
624,563.0,189.56,0.196891,65.5,15.75,135.75,87.0,62.25,58.75,46.0,157.5,1547191.125
625,513.75,206.82,0.150925,74.5,20.25,113.0,82.5,53.0,53.0,37.5,154.5,1470414.875
626,644.5,202.85,0.196821,74.0,32.0,156.25,103.75,81.5,63.25,40.0,167.75,1681542.125
627,524.0,193.51,0.175847,72.5,11.0,113.75,91.75,66.75,56.5,36.5,147.75,1349943.125
628,497.75,192.22,0.169293,70.5,13.5,102.0,87.75,58.75,44.25,44.75,146.75,1282015.0
629,587.75,198.85,0.186784,75.5,14.75,133.5,92.0,69.25,53.25,52.25,172.75,1624627.375
630,477.25,189.0,0.167902,70.0,4.75,88.75,77.75,59.0,47.5,41.25,158.25,1508329.875
631,625.25,205.31,0.186401,66.5,28.25,121.5,98.25,81.25,64.5,43.75,187.75,1375893.0
632,459.25,168.49,0.20329,61.5,14.75,134.5,58.0,53.75,50.75,34.0,113.5,1489123.875
633,463.75,179.85,0.18016,64.5,11.5,94.5,72.75,51.5,44.25,37.25,152.0,1318671.0
634,508.5,185.25,0.18620899999999999,66.0,15.5,124.75,68.25,54.5,49.5,38.5,157.5,1445503.625
635,486.25,178.15,0.19253900000000002,66.0,11.0,121.5,71.75,48.5,45.25,46.25,142.0,1469471.375
636,515.5,179.39,0.201303,66.5,8.75,108.5,78.5,58.5,53.0,49.25,159.0,1336709.0
637,465.25,175.85,0.189059,63.5,13.75,98.5,61.75,50.25,52.25,43.0,145.75,1390473.375
638,535.25,199.65,0.168741,70.0,32.25,92.75,99.0,65.75,53.25,49.25,143.0,1456655.125
639,560.75,187.51,0.200416,66.5,9.5,119.5,92.5,75.75,60.0,42.75,160.75,1618191.5
640,616.0,198.51,0.196439,70.0,24.5,127.75,111.25,74.5,62.75,52.75,162.5,1595697.25
641,486.0,183.34,0.181694,63.0,23.0,75.5,102.0,61.5,55.5,42.75,125.75,1525914.875
642,552.75,199.94,0.173747,68.5,31.75,120.5,92.5,56.25,44.75,50.5,156.5,1416769.875
643,537.0,193.58,0.180078,64.0,16.5,134.5,66.25,55.0,52.5,48.0,164.25,1388714.75
644,432.0,168.42,0.191389,62.0,10.0,89.0,57.75,51.25,43.0,37.5,143.5,1162634.375
645,555.25,201.97,0.171044,71.0,23.75,119.75,93.0,61.75,51.5,41.5,164.0,1300799.0
646,484.25,165.88,0.221146,61.0,12.75,117.5,69.75,63.5,54.75,35.25,130.75,1200748.25
647,588.25,197.75,0.189029,73.0,17.75,129.5,80.75,59.25,59.75,59.25,182.0,1215431.5
648,382.75,186.68,0.138014,69.5,12.25,89.5,53.25,43.25,40.5,30.25,113.75,1188568.125
649,612.0,187.9,0.21781799999999998,68.0,25.25,185.75,48.0,57.75,60.0,60.5,174.75,1186892.125
650,615.75,195.66,0.202119,73.5,13.75,166.5,88.75,74.5,64.75,47.5,160.0,1414165.625
651,607.5,199.15,0.192493,71.0,15.75,121.75,96.25,70.0,64.25,45.75,193.75,1134660.5
652,603.5,195.15,0.19914500000000002,71.5,12.75,154.5,100.25,72.75,64.0,40.0,159.25,1109399.75
653,548.5,203.94,0.165715,74.0,16.75,95.5,83.5,58.75,61.5,58.25,174.25,1371478.0
654,575.5,199.32,0.182039,72.0,19.75,112.75,93.5,69.25,54.75,50.0,175.5,1500174.25
655,610.5,205.92,0.180918,76.5,16.5,125.0,90.5,74.5,64.25,54.0,185.75,1543656.0
656,405.5,174.68,0.166997,59.5,17.5,60.5,70.75,50.5,44.75,33.0,128.5,1266346.625
657,577.0,185.41,0.21092199999999997,69.0,12.5,120.5,87.0,75.75,57.75,54.0,169.5,1461227.75
658,420.75,163.83,0.196986,60.0,9.0,82.5,54.5,59.75,50.25,34.25,130.5,1226165.5
659,521.25,190.8,0.179923,66.0,20.5,134.75,89.75,48.5,48.0,49.0,130.75,1527127.25
660,524.5,186.32,0.189867,66.5,17.5,123.5,91.75,60.75,43.75,38.75,148.5,1381591.25
661,949.25,218.82,0.249117,76.5,26.0,237.75,112.0,124.5,106.25,92.0,250.75,1889725.125
662,736.5,211.51,0.206882,78.0,22.5,163.0,126.0,90.75,79.0,62.5,192.75,1445700.0
663,365.0,168.54,0.161473,60.5,14.75,95.0,75.75,39.75,33.0,26.0,80.75,1370757.25
664,605.5,208.34,0.17530199999999999,72.0,71.5,0.0,190.25,70.25,67.5,54.5,151.5,1370703.875
665,604.0,191.2,0.20763,67.5,12.75,123.25,99.0,80.5,60.75,49.5,178.25,1463617.75
666,508.25,186.61,0.183407,66.0,20.0,119.0,77.75,47.25,60.75,38.5,145.0,1519977.25
667,552.75,173.73,0.230134,62.5,9.75,155.0,72.5,67.0,56.75,44.5,147.25,1401246.0
668,499.5,204.94,0.14944200000000002,67.0,14.0,86.25,84.75,53.0,59.0,43.0,159.5,1590649.0
669,587.5,176.85,0.236044,61.0,19.25,113.5,90.25,70.75,50.5,66.0,177.25,1346712.0
670,697.5,197.02,0.22579499999999997,71.5,4.75,181.5,66.25,70.75,73.5,56.25,244.5,1445858.25
671,672.5,200.7,0.209796,73.5,16.25,111.75,113.0,90.75,93.0,70.75,177.0,1488445.0
672,526.0,181.05,0.20166099999999998,67.0,3.0,87.25,101.75,71.0,64.75,52.75,145.5,1545483.375
673,608.25,214.17,0.16664400000000001,73.0,25.5,142.75,96.5,68.0,52.75,42.75,180.0,1484796.75
674,669.0,212.17,0.18675899999999998,76.0,31.0,154.75,105.75,79.5,53.5,52.5,192.0,1651604.25
675,612.0,193.73,0.204909,68.5,16.0,126.5,83.75,73.5,57.75,65.5,189.0,1320226.375
676,468.5,167.66,0.209439,60.0,15.25,114.0,73.0,43.75,33.0,43.0,146.5,1402105.25
677,590.0,204.1,0.17799,71.0,27.25,92.0,96.0,59.0,60.25,54.25,201.25,1401645.0
678,440.75,191.51,0.151015,66.5,14.5,80.75,59.75,36.5,47.5,39.0,162.75,1445291.75
679,589.75,191.73,0.2016,70.5,17.75,119.75,83.5,69.25,69.75,56.75,173.0,1791162.625
680,492.5,172.39,0.20825700000000005,61.5,17.75,87.75,77.5,60.5,54.75,48.0,146.25,1188852.75
681,567.75,184.27,0.21012199999999998,67.5,11.5,130.75,75.25,72.25,66.5,47.5,164.0,1380660.375
682,509.25,181.25,0.194806,67.0,15.0,119.5,74.25,40.75,43.25,53.0,163.5,1426984.0
683,553.75,190.1,0.19256600000000001,68.5,16.5,78.0,88.75,71.75,58.25,57.5,183.0,1444618.75
684,555.25,207.82,0.161551,71.0,32.5,108.5,70.5,68.5,69.5,43.0,162.75,1583218.25
685,600.25,199.34,0.189828,72.0,21.5,126.25,90.75,61.0,54.25,57.75,188.75,1546411.75
686,844.25,225.55,0.20854,79.0,20.0,201.5,117.75,90.0,77.75,85.5,251.75,1857678.75
687,565.75,182.32,0.21388400000000002,69.5,9.5,122.5,65.5,68.0,76.5,65.75,158.0,1517178.25
688,477.0,186.95,0.171499,66.5,16.25,84.0,70.5,57.75,55.75,36.75,156.0,1418384.5
689,595.0,190.95,0.205056,72.0,11.75,151.25,75.25,63.25,52.0,51.0,190.5,1522130.5
690,544.0,201.19,0.168891,68.0,30.5,71.5,111.75,66.25,65.75,53.75,144.5,1450759.375
691,583.5,191.92,0.19906400000000002,64.5,18.5,133.75,66.5,75.75,61.5,47.75,179.75,1487752.5
692,734.25,218.89,0.19256800000000002,72.5,48.75,118.0,116.25,93.25,71.5,68.75,217.75,1508714.125
693,623.0,217.09,0.166123,72.5,35.0,124.5,94.25,69.0,66.25,64.0,170.0,1383938.75
694,554.75,199.51,0.175137,70.5,23.0,84.75,114.0,54.0,43.5,58.75,176.75,1308606.125
695,693.0,202.51,0.21234899999999998,67.5,27.25,124.0,123.0,71.5,62.75,77.25,207.25,1500565.25
696,593.0,184.49,0.218939,65.0,15.5,159.75,77.25,64.0,38.5,42.5,195.5,1581204.875
697,497.25,186.32,0.180002,69.0,20.75,107.25,76.75,58.5,48.75,37.75,147.5,1444968.5
698,593.5,209.38,0.170122,69.5,29.0,139.25,85.25,70.0,58.5,35.75,175.75,1532218.0
699,654.25,196.97,0.211902,71.0,16.75,150.25,79.75,74.5,59.0,63.0,211.0,1256063.0
700,587.0,196.07,0.191869,72.5,18.75,164.0,94.5,70.25,50.25,37.25,152.0,1211052.875
701,727.0,202.29,0.223257,73.0,11.75,165.0,94.5,78.25,81.5,69.5,226.5,1530743.0
702,826.25,218.8,0.21687800000000002,80.0,21.75,169.75,113.25,90.0,90.25,89.5,251.75,1572201.875
703,571.0,220.07,0.14816300000000002,79.0,24.25,102.25,85.0,73.5,61.25,45.25,179.5,1639506.5
704,559.0,181.66,0.21286300000000002,66.5,12.0,143.5,76.25,74.75,59.5,47.75,145.25,1650714.5
705,677.5,209.36,0.19423900000000002,75.5,51.25,1.5,206.5,69.25,65.75,76.25,207.0,1527693.875
706,572.0,201.44,0.17714100000000002,77.0,11.25,115.5,88.0,65.75,47.0,47.5,197.0,1592262.25
707,575.75,213.24,0.159117,75.5,28.25,114.25,97.75,74.0,64.5,36.25,160.75,1417683.5
708,586.0,205.63,0.174153,73.5,90.25,0.25,151.75,71.0,68.0,48.0,156.75,1398853.375
709,825.25,204.61,0.24770799999999998,73.5,6.75,192.25,121.0,102.25,97.75,70.75,234.5,1788645.0
710,842.75,207.0,0.247166,74.5,19.5,184.0,101.25,104.25,91.75,95.75,246.25,1608800.75
711,776.0,233.89,0.178251,82.0,34.0,127.25,141.0,94.25,79.25,68.5,231.75,1770378.75
712,615.25,187.27,0.220464,68.0,14.25,122.0,97.75,69.75,60.5,57.75,193.25,1654280.25
713,545.0,183.93,0.20243699999999998,75.5,0.25,123.0,67.25,53.5,63.5,55.25,182.25,1572885.375
714,609.75,212.17,0.170219,80.5,11.5,128.75,82.25,76.25,62.5,48.5,200.0,1445948.375
715,469.25,189.56,0.164105,70.5,15.0,108.75,71.75,57.0,60.0,39.0,117.75,1468501.625
716,433.75,178.97,0.170164,63.0,21.75,88.5,70.5,47.5,46.75,45.25,113.5,1504398.375
717,546.75,204.17,0.164827,73.5,29.5,99.0,87.25,68.0,65.75,49.5,147.75,1244002.125
718,499.25,183.61,0.186095,65.5,22.5,137.5,49.0,53.5,43.5,33.5,159.75,1341918.625
719,553.25,188.44,0.19579000000000002,68.0,13.25,166.5,70.5,58.5,31.5,49.75,163.25,1443037.0
720,577.75,197.68,0.185788,72.5,15.25,128.25,102.75,64.25,55.25,52.5,159.5,1441888.25
721,480.0,194.29,0.159794,72.5,8.75,71.75,89.0,60.75,49.0,49.0,151.75,1269006.625
722,475.5,174.44,0.19637000000000002,61.0,16.5,87.0,87.75,49.25,44.25,40.75,150.0,1454791.875
723,464.5,171.0,0.19961099999999998,62.5,12.5,105.25,75.25,59.75,47.5,36.75,127.5,1254560.125
724,537.75,190.39,0.186427,68.0,20.75,133.5,80.25,53.5,52.25,44.0,153.5,1320834.125
725,457.5,176.15,0.185292,63.0,16.0,68.75,86.75,54.5,49.0,47.5,135.0,1181424.625
726,441.0,172.12,0.187051,64.0,11.25,95.25,73.5,33.75,29.5,48.5,149.25,1184386.625
727,571.25,200.1,0.179292,71.0,19.25,105.0,83.25,63.0,63.0,51.5,186.25,1512637.625
728,666.0,178.15,0.263714,62.5,12.75,147.25,99.75,77.75,71.25,74.0,183.25,1329594.875
729,601.25,205.07,0.179671,68.5,18.75,152.5,104.25,64.0,53.75,52.25,155.75,1281419.5
730,554.5,182.37,0.209515,67.5,11.0,121.5,98.75,65.5,54.5,45.75,157.5,1352311.25
731,629.25,207.92,0.18290399999999998,73.0,24.25,141.25,94.75,77.25,50.75,51.0,190.0,1502759.125
732,572.25,189.32,0.200639,69.0,5.5,82.5,99.25,66.75,62.0,58.0,198.25,1358964.0
733,380.25,187.97,0.135233,71.0,5.0,60.75,54.0,32.75,34.0,38.5,155.25,1243639.5
734,613.0,194.0,0.20468599999999998,69.5,22.5,74.5,102.75,91.75,70.0,65.25,186.25,1195856.5
735,516.5,183.54,0.192674,69.0,14.25,114.0,73.25,68.5,53.25,45.5,147.75,1290347.125
736,710.75,242.89,0.15138800000000002,86.0,82.75,0.0,198.5,76.75,72.0,59.5,221.25,1514340.125
737,561.75,191.34,0.19281900000000002,67.5,28.0,119.5,81.5,65.5,57.0,50.5,159.75,1442649.0
738,434.0,193.61,0.145493,70.0,28.25,52.5,92.0,49.75,43.75,38.25,129.5,1204586.375
739,601.75,198.61,0.1917,75.5,18.25,115.25,103.75,73.25,61.0,44.25,186.0,1407619.375
740,681.25,195.39,0.22424299999999997,70.0,10.25,169.25,90.25,80.5,65.75,57.75,207.5,1431087.0
741,648.25,192.68,0.21941799999999997,65.5,14.25,141.0,102.25,80.5,51.5,59.25,199.5,1304086.75
742,618.75,190.61,0.214009,67.5,15.0,119.0,101.75,70.75,58.0,58.5,195.75,1191512.75
743,514.0,195.0,0.169874,72.5,10.75,86.25,92.0,74.75,61.75,41.5,147.0,1248529.875
744,504.25,191.75,0.172335,67.5,25.5,84.0,88.25,46.5,61.75,45.75,152.5,1198067.0
745,570.5,208.17,0.165441,74.5,26.0,104.25,90.75,63.75,53.75,45.75,186.25,1198720.0
746,697.5,218.36,0.183828,73.5,25.25,101.75,133.0,91.5,73.75,53.75,218.5,1416772.5
747,572.0,195.63,0.187815,66.0,31.25,142.25,82.25,58.5,50.5,46.75,160.5,1279388.625
748,497.0,178.63,0.19572799999999999,65.0,10.0,104.0,78.75,62.25,46.25,46.5,149.25,1292078.125
749,515.25,193.44,0.173038,71.0,14.5,114.75,86.75,55.25,47.25,37.75,159.0,1284507.75
750,574.75,196.0,0.18801800000000002,71.5,13.5,114.25,92.25,73.5,64.25,45.25,171.75,1646228.375
751,527.0,178.2,0.20855700000000002,65.5,13.75,116.75,65.0,56.75,57.5,60.75,156.5,1358257.75
752,635.5,200.58,0.198494,70.0,19.25,137.75,121.25,72.5,58.0,48.0,178.75,1474010.5
753,585.5,193.56,0.196384,69.0,21.25,138.5,70.5,58.75,51.25,56.5,188.75,1558139.75
754,493.0,188.49,0.174375,71.0,17.5,98.75,86.75,57.25,48.5,41.75,142.5,1418813.875
755,552.0,201.54,0.17077699999999998,77.0,12.5,97.0,89.0,69.75,57.25,47.0,179.5,1439242.875
756,547.25,189.68,0.191138,65.5,11.75,92.5,86.5,62.25,68.0,49.75,176.5,1308977.125
757,783.25,227.43,0.190289,79.0,141.0,0.25,219.0,91.0,73.0,61.25,197.75,1707247.5
758,552.5,194.75,0.183053,72.5,18.5,110.75,74.25,72.75,63.5,56.25,156.5,1532277.875
759,784.5,217.05,0.20926799999999998,81.0,20.75,195.0,130.25,107.75,74.75,60.0,196.0,1700830.25
760,631.25,199.05,0.20022,70.5,21.5,145.75,100.5,76.5,70.75,55.25,161.0,1367661.0
761,500.0,172.9,0.21017199999999997,64.5,5.0,105.25,89.0,67.0,46.5,39.0,148.25,1429737.375
762,553.0,208.16,0.160379,69.0,30.0,120.5,101.25,73.25,58.5,47.5,122.0,1469382.0
763,534.5,171.27,0.22898600000000002,61.0,8.25,111.75,72.0,64.75,64.5,53.5,159.75,1447889.25
764,437.5,179.56,0.170517,66.0,10.25,96.25,54.75,43.25,41.0,44.75,147.25,1280273.125
765,626.5,211.73,0.17561400000000002,78.0,19.0,127.75,101.5,77.0,59.75,61.0,180.5,1436472.25
766,568.25,198.44,0.181341,69.5,16.0,105.75,88.5,58.5,37.25,52.5,209.75,1490868.25
767,524.75,169.68,0.22903099999999998,59.0,11.25,140.0,72.0,57.0,53.25,45.0,146.25,1493153.125
768,556.5,185.85,0.202459,66.0,16.0,112.25,100.0,65.25,50.75,50.25,162.0,1478025.75
769,712.5,231.21,0.16749,74.5,43.0,142.25,110.25,67.0,70.0,74.25,205.75,1572140.625
770,620.5,202.17,0.19078,68.5,40.0,93.25,109.75,71.75,60.75,64.0,181.0,1543673.25
771,522.75,186.68,0.188496,68.0,20.5,95.25,66.0,59.0,45.5,54.25,182.25,1455992.875
